Year,Month,Day,Hour,Minute,DHI,DNI,
2017,4,2,8,0,97,682,N/A
2017,4,2,8,30,183,414,N/A
2017,4,2,9,0,198,498,N/A
2017,4,2,9,30,229,501,N/A
2017,4,2,10,0,239,552,N/A
2017,4,2,10,30,119,887,N/A
2017,4,2,11,0,122,897,N/A
2017,4,2,11,30,124,903,N/A
2017,4,2,12,0,124,907,N/A
2017,4,2,12,30,124,906,N/A
2017,4,2,13,0,122,902,N/A
2017,4,2,13,30,120,893,N/A
2017,4,2,14,0,120,873,N/A
2017,4,2,14,30,116,852,N/A
2017,4,2,15,0,112,822,N/A
2017,4,2,15,30,105,786,N/A
2017,4,2,16,0,97,740,N/A
2017,4,2,16,30,87,677,N/A
2017,4,2,17,0,72,595,N/A
2017,4,2,17,30,56,465,N/A
2017,4,2,18,0,32,264,N/A
2017,4,2,18,30,0,0,N/A
2017,4,2,19,0,0,0,N/A
2017,4,2,19,30,0,0,N/A
2017,4,2,20,0,0,0,N/A
2017,4,2,20,30,0,0,N/A
2017,4,2,21,0,0,0,N/A
2017,4,2,21,30,0,0,N/A
2017,4,2,22,0,0,0,N/A
2017,4,2,22,30,0,0,N/A
2017,4,2,23,0,0,0,N/A
2017,4,2,23,30,0,0,N/A
2017,4,3,0,0,0,0,N/A
2017,4,3,0,30,0,0,N/A
2017,4,3,1,0,0,0,N/A
2017,4,3,1,30,0,0,N/A
2017,4,3,2,0,0,0,N/A
2017,4,3,2,30,0,0,N/A
2017,4,3,3,0,0,0,N/A
2017,4,3,3,30,0,0,N/A
2017,4,3,4,0,0,0,N/A
2017,4,3,4,30,0,0,N/A
2017,4,3,5,0,0,0,N/A
2017,4,3,5,30,0,0,N/A
2017,4,3,6,0,11,70,N/A
2017,4,3,6,30,40,395,N/A
2017,4,3,7,0,57,609,N/A
2017,4,3,7,30,69,727,N/A
2017,4,3,8,0,75,820,N/A
2017,4,3,8,30,82,872,N/A
2017,4,3,9,0,89,910,N/A
2017,4,3,9,30,93,936,N/A
2017,4,3,10,0,203,655,N/A
2017,4,3,10,30,104,960,N/A
2017,4,3,11,0,108,966,N/A
2017,4,3,11,30,109,970,N/A
2017,4,3,12,0,110,971,N/A
2017,4,3,12,30,109,969,N/A
2017,4,3,13,0,106,967,N/A
2017,4,3,13,30,105,958,N/A
2017,4,3,14,0,103,943,N/A
2017,4,3,14,30,100,925,N/A
2017,4,3,15,0,95,902,N/A
2017,4,3,15,30,90,870,N/A
2017,4,3,16,0,82,832,N/A
2017,4,3,16,30,74,774,N/A
2017,4,3,17,0,64,690,N/A
2017,4,3,17,30,51,563,N/A
2017,4,3,18,0,32,334,N/A
2017,4,3,18,30,0,0,N/A
2017,4,3,19,0,0,0,N/A
2017,4,3,19,30,0,0,N/A
2017,4,3,20,0,0,0,N/A
2017,4,3,20,30,0,0,N/A
2017,4,3,21,0,0,0,N/A
2017,4,3,21,30,0,0,N/A
2017,4,3,22,0,0,0,N/A
2017,4,3,22,30,0,0,N/A
2017,4,3,23,0,0,0,N/A
2017,4,3,23,30,0,0,N/A
2017,4,4,0,0,0,0,N/A
2017,4,4,0,30,0,0,N/A
2017,4,4,1,0,0,0,N/A
2017,4,4,1,30,0,0,N/A
2017,4,4,2,0,0,0,N/A
2017,4,4,2,30,0,0,N/A
2017,4,4,3,0,0,0,N/A
2017,4,4,3,30,0,0,N/A
2017,4,4,4,0,0,0,N/A
2017,4,4,4,30,0,0,N/A
2017,4,4,5,0,0,0,N/A
2017,4,4,5,30,0,0,N/A
2017,4,4,6,0,14,0,N/A
2017,4,4,6,30,42,341,N/A
2017,4,4,7,0,63,524,N/A
2017,4,4,7,30,78,640,N/A
2017,4,4,8,0,90,715,N/A
2017,4,4,8,30,99,771,N/A
2017,4,4,9,0,133,700,N/A
2017,4,4,9,30,182,640,N/A
2017,4,4,10,0,168,740,N/A
2017,4,4,10,30,118,884,N/A
2017,4,4,11,0,122,891,N/A
2017,4,4,11,30,124,897,N/A
2017,4,4,12,0,136,881,N/A
2017,4,4,12,30,137,879,N/A
2017,4,4,13,0,310,533,N/A
2017,4,4,13,30,286,553,N/A
2017,4,4,14,0,309,435,N/A
2017,4,4,14,30,311,342,N/A
2017,4,4,15,0,224,499,N/A
2017,4,4,15,30,232,346,N/A
2017,4,4,16,0,136,566,N/A
2017,4,4,16,30,133,471,N/A
2017,4,4,17,0,103,408,N/A
2017,4,4,17,30,72,308,N/A
2017,4,4,18,0,38,156,N/A
2017,4,4,18,30,0,0,N/A
2017,4,4,19,0,0,0,N/A
2017,4,4,19,30,0,0,N/A
2017,4,4,20,0,0,0,N/A
2017,4,4,20,30,0,0,N/A
2017,4,4,21,0,0,0,N/A
2017,4,4,21,30,0,0,N/A
2017,4,4,22,0,0,0,N/A
2017,4,4,22,30,0,0,N/A
2017,4,4,23,0,0,0,N/A
2017,4,4,23,30,0,0,N/A
2017,4,5,0,0,0,0,N/A
2017,4,5,0,30,0,0,N/A
2017,4,5,1,0,0,0,N/A
2017,4,5,1,30,0,0,N/A
2017,4,5,2,0,0,0,N/A
2017,4,5,2,30,0,0,N/A
2017,4,5,3,0,0,0,N/A
2017,4,5,3,30,0,0,N/A
2017,4,5,4,0,0,0,N/A
2017,4,5,4,30,0,0,N/A
2017,4,5,5,0,0,0,N/A
2017,4,5,5,30,0,0,N/A
2017,4,5,6,0,14,0,N/A
2017,4,5,6,30,48,246,N/A
2017,4,5,7,0,78,395,N/A
2017,4,5,7,30,84,550,N/A
2017,4,5,8,0,160,340,N/A
2017,4,5,8,30,104,768,N/A
2017,4,5,9,0,196,518,N/A
2017,4,5,9,30,193,614,N/A
2017,4,5,10,0,287,444,N/A
2017,4,5,10,30,268,562,N/A
2017,4,5,11,0,283,581,N/A
2017,4,5,11,30,322,512,N/A
2017,4,5,12,0,343,464,N/A
2017,4,5,12,30,322,534,N/A
2017,4,5,13,0,367,393,N/A
2017,4,5,13,30,400,195,N/A
2017,4,5,14,0,322,409,N/A
2017,4,5,14,30,330,266,N/A
2017,4,5,15,0,287,294,N/A
2017,4,5,15,30,223,392,N/A
2017,4,5,16,0,200,289,N/A
2017,4,5,16,30,146,339,N/A
2017,4,5,17,0,120,263,N/A
2017,4,5,17,30,79,200,N/A
2017,4,5,18,0,38,102,N/A
2017,4,5,18,30,0,0,N/A
2017,4,5,19,0,0,0,N/A
2017,4,5,19,30,0,0,N/A
2017,4,5,20,0,0,0,N/A
2017,4,5,20,30,0,0,N/A
2017,4,5,21,0,0,0,N/A
2017,4,5,21,30,0,0,N/A
2017,4,5,22,0,0,0,N/A
2017,4,5,22,30,0,0,N/A
2017,4,5,23,0,0,0,N/A
2017,4,5,23,30,0,0,N/A
2017,4,6,0,0,0,0,N/A
2017,4,6,0,30,0,0,N/A
2017,4,6,1,0,0,0,N/A
2017,4,6,1,30,0,0,N/A
2017,4,6,2,0,0,0,N/A
2017,4,6,2,30,0,0,N/A
2017,4,6,3,0,0,0,N/A
2017,4,6,3,30,0,0,N/A
2017,4,6,4,0,0,0,N/A
2017,4,6,4,30,0,0,N/A
2017,4,6,5,0,0,0,N/A
2017,4,6,5,30,0,0,N/A
2017,4,6,6,0,5,0,N/A
2017,4,6,6,30,29,0,N/A
2017,4,6,7,0,62,0,N/A
2017,4,6,7,30,97,0,N/A
2017,4,6,8,0,126,0,N/A
2017,4,6,8,30,100,0,N/A
2017,4,6,9,0,172,1,N/A
2017,4,6,9,30,260,26,N/A
2017,4,6,10,0,326,57,N/A
2017,4,6,10,30,330,39,N/A
2017,4,6,11,0,348,39,N/A
2017,4,6,11,30,56,0,N/A
2017,4,6,12,0,57,0,N/A
2017,4,6,12,30,155,2,N/A
2017,4,6,13,0,206,7,N/A
2017,4,6,13,30,25,0,N/A
2017,4,6,14,0,23,0,N/A
2017,4,6,14,30,257,18,N/A
2017,4,6,15,0,67,0,N/A
2017,4,6,15,30,262,156,N/A
2017,4,6,16,0,198,43,N/A
2017,4,6,16,30,20,0,N/A
2017,4,6,17,0,14,0,N/A
2017,4,6,17,30,8,0,N/A
2017,4,6,18,0,3,0,N/A
2017,4,6,18,30,0,0,N/A
2017,4,6,19,0,0,0,N/A
2017,4,6,19,30,0,0,N/A
2017,4,6,20,0,0,0,N/A
2017,4,6,20,30,0,0,N/A
2017,4,6,21,0,0,0,N/A
2017,4,6,21,30,0,0,N/A
2017,4,6,22,0,0,0,N/A
2017,4,6,22,30,0,0,N/A
2017,4,6,23,0,0,0,N/A
2017,4,6,23,30,0,0,N/A
2017,4,7,0,0,0,0,N/A
2017,4,7,0,30,0,0,N/A
2017,4,7,1,0,0,0,N/A
2017,4,7,1,30,0,0,N/A
2017,4,7,2,0,0,0,N/A
2017,4,7,2,30,0,0,N/A
2017,4,7,3,0,0,0,N/A
2017,4,7,3,30,0,0,N/A
2017,4,7,4,0,0,0,N/A
2017,4,7,4,30,0,0,N/A
2017,4,7,5,0,0,0,N/A
2017,4,7,5,30,0,0,N/A
2017,4,7,6,0,6,0,N/A
2017,4,7,6,30,36,0,N/A
2017,4,7,7,0,75,0,N/A
2017,4,7,7,30,116,0,N/A
2017,4,7,8,0,160,17,N/A
2017,4,7,8,30,173,6,N/A
2017,4,7,9,0,263,64,N/A
2017,4,7,9,30,318,124,N/A
2017,4,7,10,0,327,56,N/A
2017,4,7,10,30,336,41,N/A
2017,4,7,11,0,337,32,N/A
2017,4,7,11,30,339,29,N/A
2017,4,7,12,0,285,15,N/A
2017,4,7,12,30,348,30,N/A
2017,4,7,13,0,422,189,N/A
2017,4,7,13,30,401,220,N/A
2017,4,7,14,0,371,243,N/A
2017,4,7,14,30,339,102,N/A
2017,4,7,15,0,256,430,N/A
2017,4,7,15,30,146,642,N/A
2017,4,7,16,0,195,35,N/A
2017,4,7,16,30,168,87,N/A
2017,4,7,17,0,126,59,N/A
2017,4,7,17,30,79,34,N/A
2017,4,7,18,0,35,0,N/A
2017,4,7,18,30,0,0,N/A
2017,4,7,19,0,0,0,N/A
2017,4,7,19,30,0,0,N/A
2017,4,7,20,0,0,0,N/A
2017,4,7,20,30,0,0,N/A
2017,4,7,21,0,0,0,N/A
2017,4,7,21,30,0,0,N/A
2017,4,7,22,0,0,0,N/A
2017,4,7,22,30,0,0,N/A
2017,4,7,23,0,0,0,N/A
2017,4,7,23,30,0,0,N/A
2017,4,8,0,0,0,0,N/A
2017,4,8,0,30,0,0,N/A
2017,4,8,1,0,0,0,N/A
2017,4,8,1,30,0,0,N/A
2017,4,8,2,0,0,0,N/A
2017,4,8,2,30,0,0,N/A
2017,4,8,3,0,0,0,N/A
2017,4,8,3,30,0,0,N/A
2017,4,8,4,0,0,0,N/A
2017,4,8,4,30,0,0,N/A
2017,4,8,5,0,0,0,N/A
2017,4,8,5,30,0,0,N/A
2017,4,8,6,0,23,0,N/A
2017,4,8,6,30,49,362,N/A
2017,4,8,7,0,70,531,N/A
2017,4,8,7,30,85,640,N/A
2017,4,8,8,0,83,0,N/A
2017,4,8,8,30,201,24,N/A
2017,4,8,9,0,118,0,N/A
2017,4,8,9,30,259,24,N/A
2017,4,8,10,0,300,428,N/A
2017,4,8,10,30,250,621,N/A
2017,4,8,11,0,27,0,N/A
2017,4,8,11,30,320,535,N/A
2017,4,8,12,0,367,420,N/A
2017,4,8,12,30,312,572,N/A
2017,4,8,13,0,160,863,N/A
2017,4,8,13,30,274,598,N/A
2017,4,8,14,0,328,405,N/A
2017,4,8,14,30,138,837,N/A
2017,4,8,15,0,129,817,N/A
2017,4,8,15,30,122,780,N/A
2017,4,8,16,0,113,731,N/A
2017,4,8,16,30,102,665,N/A
2017,4,8,17,0,90,563,N/A
2017,4,8,17,30,70,429,N/A
2017,4,8,18,0,43,226,N/A
2017,4,8,18,30,0,0,N/A
2017,4,8,19,0,0,0,N/A
2017,4,8,19,30,0,0,N/A
2017,4,8,20,0,0,0,N/A
2017,4,8,20,30,0,0,N/A
2017,4,8,21,0,0,0,N/A
2017,4,8,21,30,0,0,N/A
2017,4,8,22,0,0,0,N/A
2017,4,8,22,30,0,0,N/A
2017,4,8,23,0,0,0,N/A
2017,4,8,23,30,0,0,N/A
2017,4,9,0,0,0,0,N/A
2017,4,9,0,30,0,0,N/A
2017,4,9,1,0,0,0,N/A
2017,4,9,1,30,0,0,N/A
2017,4,9,2,0,0,0,N/A
2017,4,9,2,30,0,0,N/A
2017,4,9,3,0,0,0,N/A
2017,4,9,3,30,0,0,N/A
2017,4,9,4,0,0,0,N/A
2017,4,9,4,30,0,0,N/A
2017,4,9,5,0,0,0,N/A
2017,4,9,5,30,0,0,N/A
2017,4,9,6,0,19,0,N/A
2017,4,9,6,30,67,170,N/A
2017,4,9,7,0,104,337,N/A
2017,4,9,7,30,133,449,N/A
2017,4,9,8,0,143,578,N/A
2017,4,9,8,30,158,643,N/A
2017,4,9,9,0,165,705,N/A
2017,4,9,9,30,174,742,N/A
2017,4,9,10,0,180,774,N/A
2017,4,9,10,30,186,794,N/A
2017,4,9,11,0,184,818,N/A
2017,4,9,11,30,186,827,N/A
2017,4,9,12,0,176,848,N/A
2017,4,9,12,30,176,847,N/A
2017,4,9,13,0,180,831,N/A
2017,4,9,13,30,177,820,N/A
2017,4,9,14,0,169,810,N/A
2017,4,9,14,30,163,788,N/A
2017,4,9,15,0,152,765,N/A
2017,4,9,15,30,143,726,N/A
2017,4,9,16,0,127,688,N/A
2017,4,9,16,30,113,620,N/A
2017,4,9,17,0,96,531,N/A
2017,4,9,17,30,73,403,N/A
2017,4,9,18,0,43,213,N/A
2017,4,9,18,30,0,0,N/A
2017,4,9,19,0,0,0,N/A
2017,4,9,19,30,0,0,N/A
2017,4,9,20,0,0,0,N/A
2017,4,9,20,30,0,0,N/A
2017,4,9,21,0,0,0,N/A
2017,4,9,21,30,0,0,N/A
2017,4,9,22,0,0,0,N/A
2017,4,9,22,30,0,0,N/A
2017,4,9,23,0,0,0,N/A
2017,4,9,23,30,0,0,N/A
2017,4,10,0,0,0,0,N/A
2017,4,10,0,30,0,0,N/A
2017,4,10,1,0,0,0,N/A
2017,4,10,1,30,0,0,N/A
2017,4,10,2,0,0,0,N/A
2017,4,10,2,30,0,0,N/A
2017,4,10,3,0,0,0,N/A
2017,4,10,3,30,0,0,N/A
2017,4,10,4,0,0,0,N/A
2017,4,10,4,30,0,0,N/A
2017,4,10,5,0,0,0,N/A
2017,4,10,5,30,0,0,N/A
2017,4,10,6,0,22,91,N/A
2017,4,10,6,30,56,317,N/A
2017,4,10,7,0,80,478,N/A
2017,4,10,7,30,97,588,N/A
2017,4,10,8,0,111,668,N/A
2017,4,10,8,30,201,403,N/A
2017,4,10,9,0,230,448,N/A
2017,4,10,9,30,192,637,N/A
2017,4,10,10,0,163,785,N/A
2017,4,10,10,30,254,620,N/A
2017,4,10,11,0,167,822,N/A
2017,4,10,11,30,169,830,N/A
2017,4,10,12,0,162,847,N/A
2017,4,10,12,30,320,561,N/A
2017,4,10,13,0,136,879,N/A
2017,4,10,13,30,134,870,N/A
2017,4,10,14,0,132,853,N/A
2017,4,10,14,30,128,834,N/A
2017,4,10,15,0,124,805,N/A
2017,4,10,15,30,117,770,N/A
2017,4,10,16,0,107,727,N/A
2017,4,10,16,30,97,665,N/A
2017,4,10,17,0,81,588,N/A
2017,4,10,17,30,64,467,N/A
2017,4,10,18,0,40,292,N/A
2017,4,10,18,30,0,0,N/A
2017,4,10,19,0,0,0,N/A
2017,4,10,19,30,0,0,N/A
2017,4,10,20,0,0,0,N/A
2017,4,10,20,30,0,0,N/A
2017,4,10,21,0,0,0,N/A
2017,4,10,21,30,0,0,N/A
2017,4,10,22,0,0,0,N/A
2017,4,10,22,30,0,0,N/A
2017,4,10,23,0,0,0,N/A
2017,4,10,23,30,0,0,N/A
2017,4,11,0,0,0,0,N/A
2017,4,11,0,30,0,0,N/A
2017,4,11,1,0,0,0,N/A
2017,4,11,1,30,0,0,N/A
2017,4,11,2,0,0,0,N/A
2017,4,11,2,30,0,0,N/A
2017,4,11,3,0,0,0,N/A
2017,4,11,3,30,0,0,N/A
2017,4,11,4,0,0,0,N/A
2017,4,11,4,30,0,0,N/A
2017,4,11,5,0,0,0,N/A
2017,4,11,5,30,0,0,N/A
2017,4,11,6,0,22,41,N/A
2017,4,11,6,30,61,184,N/A
2017,4,11,7,0,100,269,N/A
2017,4,11,7,30,123,371,N/A
2017,4,11,8,0,179,39,N/A
2017,4,11,8,30,223,48,N/A
2017,4,11,9,0,244,30,N/A
2017,4,11,9,30,109,0,N/A
2017,4,11,10,0,311,37,N/A
2017,4,11,10,30,378,81,N/A
2017,4,11,11,0,413,112,N/A
2017,4,11,11,30,405,69,N/A
2017,4,11,12,0,347,28,N/A
2017,4,11,12,30,205,8,N/A
2017,4,11,13,0,265,13,N/A
2017,4,11,13,30,205,7,N/A
2017,4,11,14,0,235,10,N/A
2017,4,11,14,30,256,17,N/A
2017,4,11,15,0,175,2,N/A
2017,4,11,15,30,84,0,N/A
2017,4,11,16,0,162,3,N/A
2017,4,11,16,30,54,0,N/A
2017,4,11,17,0,39,0,N/A
2017,4,11,17,30,24,0,N/A
2017,4,11,18,0,10,0,N/A
2017,4,11,18,30,1,0,N/A
2017,4,11,19,0,0,0,N/A
2017,4,11,19,30,0,0,N/A
2017,4,11,20,0,0,0,N/A
2017,4,11,20,30,0,0,N/A
2017,4,11,21,0,0,0,N/A
2017,4,11,21,30,0,0,N/A
2017,4,11,22,0,0,0,N/A
2017,4,11,22,30,0,0,N/A
2017,4,11,23,0,0,0,N/A
2017,4,11,23,30,0,0,N/A
2017,4,12,0,0,0,0,N/A
2017,4,12,0,30,0,0,N/A
2017,4,12,1,0,0,0,N/A
2017,4,12,1,30,0,0,N/A
2017,4,12,2,0,0,0,N/A
2017,4,12,2,30,0,0,N/A
2017,4,12,3,0,0,0,N/A
2017,4,12,3,30,0,0,N/A
2017,4,12,4,0,0,0,N/A
2017,4,12,4,30,0,0,N/A
2017,4,12,5,0,0,0,N/A
2017,4,12,5,30,0,0,N/A
2017,4,12,6,0,18,0,N/A
2017,4,12,6,30,60,33,N/A
2017,4,12,7,0,106,66,N/A
2017,4,12,7,30,149,98,N/A
2017,4,12,8,0,155,6,N/A
2017,4,12,8,30,237,80,N/A
2017,4,12,9,0,112,0,N/A
2017,4,12,9,30,203,6,N/A
2017,4,12,10,0,186,4,N/A
2017,4,12,10,30,350,46,N/A
2017,4,12,11,0,338,30,N/A
2017,4,12,11,30,435,207,N/A
2017,4,12,12,0,419,312,N/A
2017,4,12,12,30,439,212,N/A
2017,4,12,13,0,420,226,N/A
2017,4,12,13,30,145,851,N/A
2017,4,12,14,0,137,847,N/A
2017,4,12,14,30,133,828,N/A
2017,4,12,15,0,126,805,N/A
2017,4,12,15,30,119,770,N/A
2017,4,12,16,0,108,730,N/A
2017,4,12,16,30,97,667,N/A
2017,4,12,17,0,82,590,N/A
2017,4,12,17,30,65,465,N/A
2017,4,12,18,0,42,285,N/A
2017,4,12,18,30,10,31,N/A
2017,4,12,19,0,0,0,N/A
2017,4,12,19,30,0,0,N/A
2017,4,12,20,0,0,0,N/A
2017,4,12,20,30,0,0,N/A
2017,4,12,21,0,0,0,N/A
2017,4,12,21,30,0,0,N/A
2017,4,12,22,0,0,0,N/A
2017,4,12,22,30,0,0,N/A
2017,4,12,23,0,0,0,N/A
2017,4,12,23,30,0,0,N/A
2017,4,13,0,0,0,0,N/A
2017,4,13,0,30,0,0,N/A
2017,4,13,1,0,0,0,N/A
2017,4,13,1,30,0,0,N/A
2017,4,13,2,0,0,0,N/A
2017,4,13,2,30,0,0,N/A
2017,4,13,3,0,0,0,N/A
2017,4,13,3,30,0,0,N/A
2017,4,13,4,0,0,0,N/A
2017,4,13,4,30,0,0,N/A
2017,4,13,5,0,0,0,N/A
2017,4,13,5,30,0,0,N/A
2017,4,13,6,0,7,0,N/A
2017,4,13,6,30,23,0,N/A
2017,4,13,7,0,42,0,N/A
2017,4,13,7,30,61,0,N/A
2017,4,13,8,0,178,330,N/A
2017,4,13,8,30,237,72,N/A
2017,4,13,9,0,234,21,N/A
2017,4,13,9,30,242,15,N/A
2017,4,13,10,0,215,8,N/A
2017,4,13,10,30,365,58,N/A
2017,4,13,11,0,422,143,N/A
2017,4,13,11,30,386,48,N/A
2017,4,13,12,0,391,48,N/A
2017,4,13,12,30,153,880,N/A
2017,4,13,13,0,146,885,N/A
2017,4,13,13,30,186,5,N/A
2017,4,13,14,0,198,6,N/A
2017,4,13,14,30,246,549,N/A
2017,4,13,15,0,167,682,N/A
2017,4,13,15,30,271,162,N/A
2017,4,13,16,0,183,15,N/A
2017,4,13,16,30,57,0,N/A
2017,4,13,17,0,41,0,N/A
2017,4,13,17,30,71,463,N/A
2017,4,13,18,0,46,275,N/A
2017,4,13,18,30,11,26,N/A
2017,4,13,19,0,0,0,N/A
2017,4,13,19,30,0,0,N/A
2017,4,13,20,0,0,0,N/A
2017,4,13,20,30,0,0,N/A
2017,4,13,21,0,0,0,N/A
2017,4,13,21,30,0,0,N/A
2017,4,13,22,0,0,0,N/A
2017,4,13,22,30,0,0,N/A
2017,4,13,23,0,0,0,N/A
2017,4,13,23,30,0,0,N/A
2017,4,14,0,0,0,0,N/A
2017,4,14,0,30,0,0,N/A
2017,4,14,1,0,0,0,N/A
2017,4,14,1,30,0,0,N/A
2017,4,14,2,0,0,0,N/A
2017,4,14,2,30,0,0,N/A
2017,4,14,3,0,0,0,N/A
2017,4,14,3,30,0,0,N/A
2017,4,14,4,0,0,0,N/A
2017,4,14,4,30,0,0,N/A
2017,4,14,5,0,0,0,N/A
2017,4,14,5,30,0,0,N/A
2017,4,14,6,0,29,172,N/A
2017,4,14,6,30,57,406,N/A
2017,4,14,7,0,79,543,N/A
2017,4,14,7,30,95,647,N/A
2017,4,14,8,0,115,690,N/A
2017,4,14,8,30,126,746,N/A
2017,4,14,9,0,137,781,N/A
2017,4,14,9,30,144,813,N/A
2017,4,14,10,0,138,857,N/A
2017,4,14,10,30,142,874,N/A
2017,4,14,11,0,146,884,N/A
2017,4,14,11,30,147,891,N/A
2017,4,14,12,0,153,885,N/A
2017,4,14,12,30,153,883,N/A
2017,4,14,13,0,155,872,N/A
2017,4,14,13,30,153,862,N/A
2017,4,14,14,0,158,832,N/A
2017,4,14,14,30,153,810,N/A
2017,4,14,15,0,149,776,N/A
2017,4,14,15,30,140,737,N/A
2017,4,14,16,0,123,705,N/A
2017,4,14,16,30,111,639,N/A
2017,4,14,17,0,94,557,N/A
2017,4,14,17,30,75,430,N/A
2017,4,14,18,0,48,244,N/A
2017,4,14,18,30,11,22,N/A
2017,4,14,19,0,0,0,N/A
2017,4,14,19,30,0,0,N/A
2017,4,14,20,0,0,0,N/A
2017,4,14,20,30,0,0,N/A
2017,4,14,21,0,0,0,N/A
2017,4,14,21,30,0,0,N/A
2017,4,14,22,0,0,0,N/A
2017,4,14,22,30,0,0,N/A
2017,4,14,23,0,0,0,N/A
2017,4,14,23,30,0,0,N/A
2017,4,15,0,0,0,0,N/A
2017,4,15,0,30,0,0,N/A
2017,4,15,1,0,0,0,N/A
2017,4,15,1,30,0,0,N/A
2017,4,15,2,0,0,0,N/A
2017,4,15,2,30,0,0,N/A
2017,4,15,3,0,0,0,N/A
2017,4,15,3,30,0,0,N/A
2017,4,15,4,0,0,0,N/A
2017,4,15,4,30,0,0,N/A
2017,4,15,5,0,0,0,N/A
2017,4,15,5,30,0,0,N/A
2017,4,15,6,0,31,143,N/A
2017,4,15,6,30,63,364,N/A
2017,4,15,7,0,84,521,N/A
2017,4,15,7,30,144,361,N/A
2017,4,15,8,0,157,453,N/A
2017,4,15,8,30,137,641,N/A
2017,4,15,9,0,175,619,N/A
2017,4,15,9,30,199,640,N/A
2017,4,15,10,0,163,779,N/A
2017,4,15,10,30,249,647,N/A
2017,4,15,11,0,213,749,N/A
2017,4,15,11,30,238,722,N/A
2017,4,15,12,0,310,601,N/A
2017,4,15,12,30,319,581,N/A
2017,4,15,13,0,307,584,N/A
2017,4,15,13,30,312,524,N/A
2017,4,15,14,0,288,517,N/A
2017,4,15,14,30,248,551,N/A
2017,4,15,15,0,221,537,N/A
2017,4,15,15,30,162,613,N/A
2017,4,15,16,0,169,490,N/A
2017,4,15,16,30,122,523,N/A
2017,4,15,17,0,108,444,N/A
2017,4,15,17,30,78,364,N/A
2017,4,15,18,0,45,245,N/A
2017,4,15,18,30,14,0,N/A
2017,4,15,19,0,0,0,N/A
2017,4,15,19,30,0,0,N/A
2017,4,15,20,0,0,0,N/A
2017,4,15,20,30,0,0,N/A
2017,4,15,21,0,0,0,N/A
2017,4,15,21,30,0,0,N/A
2017,4,15,22,0,0,0,N/A
2017,4,15,22,30,0,0,N/A
2017,4,15,23,0,0,0,N/A
2017,4,15,23,30,0,0,N/A
2017,4,16,0,0,0,0,N/A
2017,4,16,0,30,0,0,N/A
2017,4,16,1,0,0,0,N/A
2017,4,16,1,30,0,0,N/A
2017,4,16,2,0,0,0,N/A
2017,4,16,2,30,0,0,N/A
2017,4,16,3,0,0,0,N/A
2017,4,16,3,30,0,0,N/A
2017,4,16,4,0,0,0,N/A
2017,4,16,4,30,0,0,N/A
2017,4,16,5,0,0,0,N/A
2017,4,16,5,30,0,0,N/A
2017,4,16,6,0,15,0,N/A
2017,4,16,6,30,45,0,N/A
2017,4,16,7,0,80,0,N/A
2017,4,16,7,30,115,0,N/A
2017,4,16,8,0,203,95,N/A
2017,4,16,8,30,163,0,N/A
2017,4,16,9,0,217,12,N/A
2017,4,16,9,30,173,2,N/A
2017,4,16,10,0,220,8,N/A
2017,4,16,10,30,216,8,N/A
2017,4,16,11,0,246,11,N/A
2017,4,16,11,30,99,0,N/A
2017,4,16,12,0,78,0,N/A
2017,4,16,12,30,146,1,N/A
2017,4,16,13,0,157,2,N/A
2017,4,16,13,30,145,0,N/A
2017,4,16,14,0,278,17,N/A
2017,4,16,14,30,285,26,N/A
2017,4,16,15,0,134,0,N/A
2017,4,16,15,30,67,0,N/A
2017,4,16,16,0,139,0,N/A
2017,4,16,16,30,91,0,N/A
2017,4,16,17,0,66,0,N/A
2017,4,16,17,30,42,0,N/A
2017,4,16,18,0,20,0,N/A
2017,4,16,18,30,3,0,N/A
2017,4,16,19,0,0,0,N/A
2017,4,16,19,30,0,0,N/A
2017,4,16,20,0,0,0,N/A
2017,4,16,20,30,0,0,N/A
2017,4,16,21,0,0,0,N/A
2017,4,16,21,30,0,0,N/A
2017,4,16,22,0,0,0,N/A
2017,4,16,22,30,0,0,N/A
2017,4,16,23,0,0,0,N/A
2017,4,16,23,30,0,0,N/A
2017,4,17,0,0,0,0,N/A
2017,4,17,0,30,0,0,N/A
2017,4,17,1,0,0,0,N/A
2017,4,17,1,30,0,0,N/A
2017,4,17,2,0,0,0,N/A
2017,4,17,2,30,0,0,N/A
2017,4,17,3,0,0,0,N/A
2017,4,17,3,30,0,0,N/A
2017,4,17,4,0,0,0,N/A
2017,4,17,4,30,0,0,N/A
2017,4,17,5,0,0,0,N/A
2017,4,17,5,30,0,0,N/A
2017,4,17,6,0,9,0,N/A
2017,4,17,6,30,27,0,N/A
2017,4,17,7,0,48,0,N/A
2017,4,17,7,30,71,0,N/A
2017,4,17,8,0,126,0,N/A
2017,4,17,8,30,148,0,N/A
2017,4,17,9,0,266,42,N/A
2017,4,17,9,30,304,46,N/A
2017,4,17,10,0,204,7,N/A
2017,4,17,10,30,387,78,N/A
2017,4,17,11,0,389,56,N/A
2017,4,17,11,30,393,49,N/A
2017,4,17,12,0,361,30,N/A
2017,4,17,12,30,327,22,N/A
2017,4,17,13,0,333,24,N/A
2017,4,17,13,30,292,18,N/A
2017,4,17,14,0,292,21,N/A
2017,4,17,14,30,263,17,N/A
2017,4,17,15,0,258,24,N/A
