Year,Month,Day,Hour,Minute,DHI,DNI,
2016,1,1,0,0,0,0,N/A
2016,1,1,0,30,0,0,N/A
2016,1,1,1,0,0,0,N/A
2016,1,1,1,30,0,0,N/A
2016,1,1,2,0,0,0,N/A
2016,1,1,2,30,0,0,N/A
2016,1,1,3,0,0,0,N/A
2016,1,1,3,30,0,0,N/A
2016,1,1,4,0,0,0,N/A
2016,1,1,4,30,0,0,N/A
2016,1,1,5,0,0,0,N/A
2016,1,1,5,30,0,0,N/A
2016,1,1,6,0,0,0,N/A
2016,1,1,6,30,0,0,N/A
2016,1,1,7,0,0,0,N/A
2016,1,1,7,30,0,0,N/A
2016,1,1,8,0,32,370,N/A
2016,1,1,8,30,49,554,N/A
2016,1,1,9,0,61,666,N/A
2016,1,1,9,30,69,741,N/A
2016,1,1,10,0,79,775,N/A
2016,1,1,10,30,84,811,N/A
2016,1,1,11,0,88,831,N/A
2016,1,1,11,30,90,845,N/A
2016,1,1,12,0,91,852,N/A
2016,1,1,12,30,91,850,N/A
2016,1,1,13,0,86,853,N/A
2016,1,1,13,30,84,836,N/A
2016,1,1,14,0,80,810,N/A
2016,1,1,14,30,75,771,N/A
2016,1,1,15,0,68,717,N/A
2016,1,1,15,30,58,634,N/A
2016,1,1,16,0,46,508,N/A
2016,1,1,16,30,27,301,N/A
2016,1,1,17,0,0,0,N/A
2016,1,1,17,30,0,0,N/A
2016,1,1,18,0,0,0,N/A
2016,1,1,18,30,0,0,N/A
2016,1,1,19,0,0,0,N/A
2016,1,1,19,30,0,0,N/A
2016,1,1,20,0,0,0,N/A
2016,1,1,20,30,0,0,N/A
2016,1,1,21,0,0,0,N/A
2016,1,1,21,30,0,0,N/A
2016,1,1,22,0,0,0,N/A
2016,1,1,22,30,0,0,N/A
2016,1,1,23,0,0,0,N/A
2016,1,1,23,30,0,0,N/A
2016,1,2,0,0,0,0,N/A
2016,1,2,0,30,0,0,N/A
2016,1,2,1,0,0,0,N/A
2016,1,2,1,30,0,0,N/A
2016,1,2,2,0,0,0,N/A
2016,1,2,2,30,0,0,N/A
2016,1,2,3,0,0,0,N/A
2016,1,2,3,30,0,0,N/A
2016,1,2,4,0,0,0,N/A
2016,1,2,4,30,0,0,N/A
2016,1,2,5,0,0,0,N/A
2016,1,2,5,30,0,0,N/A
2016,1,2,6,0,0,0,N/A
2016,1,2,6,30,0,0,N/A
2016,1,2,7,0,0,0,N/A
2016,1,2,7,30,0,0,N/A
2016,1,2,8,0,32,1,N/A
2016,1,2,8,30,66,30,N/A
2016,1,2,9,0,99,47,N/A
2016,1,2,9,30,130,56,N/A
2016,1,2,10,0,156,68,N/A
2016,1,2,10,30,157,14,N/A
2016,1,2,11,0,195,64,N/A
2016,1,2,11,30,216,164,N/A
2016,1,2,12,0,161,524,N/A
2016,1,2,12,30,198,34,N/A
2016,1,2,13,0,212,201,N/A
2016,1,2,13,30,196,221,N/A
2016,1,2,14,0,179,162,N/A
2016,1,2,14,30,157,150,N/A
2016,1,2,15,0,127,140,N/A
2016,1,2,15,30,95,122,N/A
2016,1,2,16,0,60,92,N/A
2016,1,2,16,30,27,34,N/A
2016,1,2,17,0,0,0,N/A
2016,1,2,17,30,0,0,N/A
2016,1,2,18,0,0,0,N/A
2016,1,2,18,30,0,0,N/A
2016,1,2,19,0,0,0,N/A
2016,1,2,19,30,0,0,N/A
2016,1,2,20,0,0,0,N/A
2016,1,2,20,30,0,0,N/A
2016,1,2,21,0,0,0,N/A
2016,1,2,21,30,0,0,N/A
2016,1,2,22,0,0,0,N/A
2016,1,2,22,30,0,0,N/A
2016,1,2,23,0,0,0,N/A
2016,1,2,23,30,0,0,N/A
2016,1,3,0,0,0,0,N/A
2016,1,3,0,30,0,0,N/A
2016,1,3,1,0,0,0,N/A
2016,1,3,1,30,0,0,N/A
2016,1,3,2,0,0,0,N/A
2016,1,3,2,30,0,0,N/A
2016,1,3,3,0,0,0,N/A
2016,1,3,3,30,0,0,N/A
2016,1,3,4,0,0,0,N/A
2016,1,3,4,30,0,0,N/A
2016,1,3,5,0,0,0,N/A
2016,1,3,5,30,0,0,N/A
2016,1,3,6,0,0,0,N/A
2016,1,3,6,30,0,0,N/A
2016,1,3,7,0,0,0,N/A
2016,1,3,7,30,0,0,N/A
2016,1,3,8,0,34,156,N/A
2016,1,3,8,30,65,236,N/A
2016,1,3,9,0,95,281,N/A
2016,1,3,9,30,123,308,N/A
2016,1,3,10,0,142,340,N/A
2016,1,3,10,30,157,387,N/A
2016,1,3,11,0,200,222,N/A
2016,1,3,11,30,192,362,N/A
2016,1,3,12,0,169,492,N/A
2016,1,3,12,30,167,498,N/A
2016,1,3,13,0,107,693,N/A
2016,1,3,13,30,141,532,N/A
2016,1,3,14,0,173,253,N/A
2016,1,3,14,30,148,249,N/A
2016,1,3,15,0,126,210,N/A
2016,1,3,15,30,95,182,N/A
2016,1,3,16,0,62,125,N/A
2016,1,3,16,30,28,50,N/A
2016,1,3,17,0,0,0,N/A
2016,1,3,17,30,0,0,N/A
2016,1,3,18,0,0,0,N/A
2016,1,3,18,30,0,0,N/A
2016,1,3,19,0,0,0,N/A
2016,1,3,19,30,0,0,N/A
2016,1,3,20,0,0,0,N/A
2016,1,3,20,30,0,0,N/A
2016,1,3,21,0,0,0,N/A
2016,1,3,21,30,0,0,N/A
2016,1,3,22,0,0,0,N/A
2016,1,3,22,30,0,0,N/A
2016,1,3,23,0,0,0,N/A
2016,1,3,23,30,0,0,N/A
2016,1,4,0,0,0,0,N/A
2016,1,4,0,30,0,0,N/A
2016,1,4,1,0,0,0,N/A
2016,1,4,1,30,0,0,N/A
2016,1,4,2,0,0,0,N/A
2016,1,4,2,30,0,0,N/A
2016,1,4,3,0,0,0,N/A
2016,1,4,3,30,0,0,N/A
2016,1,4,4,0,0,0,N/A
2016,1,4,4,30,0,0,N/A
2016,1,4,5,0,0,0,N/A
2016,1,4,5,30,0,0,N/A
2016,1,4,6,0,0,0,N/A
2016,1,4,6,30,0,0,N/A
2016,1,4,7,0,0,0,N/A
2016,1,4,7,30,0,0,N/A
2016,1,4,8,0,34,70,N/A
2016,1,4,8,30,68,114,N/A
2016,1,4,9,0,101,142,N/A
2016,1,4,9,30,133,156,N/A
2016,1,4,10,0,161,162,N/A
2016,1,4,10,30,167,331,N/A
2016,1,4,11,0,140,550,N/A
2016,1,4,11,30,213,230,N/A
2016,1,4,12,0,148,572,N/A
2016,1,4,12,30,193,388,N/A
2016,1,4,13,0,143,0,N/A
2016,1,4,13,30,188,46,N/A
2016,1,4,14,0,170,288,N/A
2016,1,4,14,30,13,0,N/A
2016,1,4,15,0,10,0,N/A
2016,1,4,15,30,7,0,N/A
2016,1,4,16,0,4,0,N/A
2016,1,4,16,30,1,0,N/A
2016,1,4,17,0,0,0,N/A
2016,1,4,17,30,0,0,N/A
2016,1,4,18,0,0,0,N/A
2016,1,4,18,30,0,0,N/A
2016,1,4,19,0,0,0,N/A
2016,1,4,19,30,0,0,N/A
2016,1,4,20,0,0,0,N/A
2016,1,4,20,30,0,0,N/A
2016,1,4,21,0,0,0,N/A
2016,1,4,21,30,0,0,N/A
2016,1,4,22,0,0,0,N/A
2016,1,4,22,30,0,0,N/A
2016,1,4,23,0,0,0,N/A
2016,1,4,23,30,0,0,N/A
2016,1,5,0,0,0,0,N/A
2016,1,5,0,30,0,0,N/A
2016,1,5,1,0,0,0,N/A
2016,1,5,1,30,0,0,N/A
2016,1,5,2,0,0,0,N/A
2016,1,5,2,30,0,0,N/A
2016,1,5,3,0,0,0,N/A
2016,1,5,3,30,0,0,N/A
2016,1,5,4,0,0,0,N/A
2016,1,5,4,30,0,0,N/A
2016,1,5,5,0,0,0,N/A
2016,1,5,5,30,0,0,N/A
2016,1,5,6,0,0,0,N/A
2016,1,5,6,30,0,0,N/A
2016,1,5,7,0,0,0,N/A
2016,1,5,7,30,0,0,N/A
2016,1,5,8,0,34,88,N/A
2016,1,5,8,30,68,139,N/A
2016,1,5,9,0,100,177,N/A
2016,1,5,9,30,132,192,N/A
2016,1,5,10,0,158,206,N/A
2016,1,5,10,30,161,368,N/A
2016,1,5,11,0,7,0,N/A
2016,1,5,11,30,92,0,N/A
2016,1,5,12,0,98,0,N/A
2016,1,5,12,30,74,0,N/A
2016,1,5,13,0,162,3,N/A
2016,1,5,13,30,90,0,N/A
2016,1,5,14,0,112,0,N/A
2016,1,5,14,30,88,0,N/A
2016,1,5,15,0,72,0,N/A
2016,1,5,15,30,53,0,N/A
2016,1,5,16,0,33,0,N/A
2016,1,5,16,30,13,0,N/A
2016,1,5,17,0,0,0,N/A
2016,1,5,17,30,0,0,N/A
2016,1,5,18,0,0,0,N/A
2016,1,5,18,30,0,0,N/A
2016,1,5,19,0,0,0,N/A
2016,1,5,19,30,0,0,N/A
2016,1,5,20,0,0,0,N/A
2016,1,5,20,30,0,0,N/A
2016,1,5,21,0,0,0,N/A
2016,1,5,21,30,0,0,N/A
2016,1,5,22,0,0,0,N/A
2016,1,5,22,30,0,0,N/A
2016,1,5,23,0,0,0,N/A
2016,1,5,23,30,0,0,N/A
2016,1,6,0,0,0,0,N/A
2016,1,6,0,30,0,0,N/A
2016,1,6,1,0,0,0,N/A
2016,1,6,1,30,0,0,N/A
2016,1,6,2,0,0,0,N/A
2016,1,6,2,30,0,0,N/A
2016,1,6,3,0,0,0,N/A
2016,1,6,3,30,0,0,N/A
2016,1,6,4,0,0,0,N/A
2016,1,6,4,30,0,0,N/A
2016,1,6,5,0,0,0,N/A
2016,1,6,5,30,0,0,N/A
2016,1,6,6,0,0,0,N/A
2016,1,6,6,30,0,0,N/A
2016,1,6,7,0,0,0,N/A
2016,1,6,7,30,0,0,N/A
2016,1,6,8,0,34,6,N/A
2016,1,6,8,30,74,50,N/A
2016,1,6,9,0,111,97,N/A
2016,1,6,9,30,145,127,N/A
2016,1,6,10,0,161,174,N/A
2016,1,6,10,30,137,0,N/A
2016,1,6,11,0,204,98,N/A
2016,1,6,11,30,77,0,N/A
2016,1,6,12,0,224,208,N/A
2016,1,6,12,30,226,139,N/A
2016,1,6,13,0,213,237,N/A
2016,1,6,13,30,49,0,N/A
2016,1,6,14,0,155,12,N/A
2016,1,6,14,30,148,283,N/A
2016,1,6,15,0,129,249,N/A
2016,1,6,15,30,99,214,N/A
2016,1,6,16,0,67,151,N/A
2016,1,6,16,30,33,66,N/A
2016,1,6,17,0,0,0,N/A
2016,1,6,17,30,0,0,N/A
2016,1,6,18,0,0,0,N/A
2016,1,6,18,30,0,0,N/A
2016,1,6,19,0,0,0,N/A
2016,1,6,19,30,0,0,N/A
2016,1,6,20,0,0,0,N/A
2016,1,6,20,30,0,0,N/A
2016,1,6,21,0,0,0,N/A
2016,1,6,21,30,0,0,N/A
2016,1,6,22,0,0,0,N/A
2016,1,6,22,30,0,0,N/A
2016,1,6,23,0,0,0,N/A
2016,1,6,23,30,0,0,N/A
2016,1,7,0,0,0,0,N/A
2016,1,7,0,30,0,0,N/A
2016,1,7,1,0,0,0,N/A
2016,1,7,1,30,0,0,N/A
2016,1,7,2,0,0,0,N/A
2016,1,7,2,30,0,0,N/A
2016,1,7,3,0,0,0,N/A
2016,1,7,3,30,0,0,N/A
2016,1,7,4,0,0,0,N/A
2016,1,7,4,30,0,0,N/A
2016,1,7,5,0,0,0,N/A
2016,1,7,5,30,0,0,N/A
2016,1,7,6,0,0,0,N/A
2016,1,7,6,30,0,0,N/A
2016,1,7,7,0,0,0,N/A
2016,1,7,7,30,0,0,N/A
2016,1,7,8,0,40,181,N/A
2016,1,7,8,30,66,361,N/A
2016,1,7,9,0,75,546,N/A
2016,1,7,9,30,85,629,N/A
2016,1,7,10,0,71,779,N/A
2016,1,7,10,30,75,814,N/A
2016,1,7,11,0,79,833,N/A
2016,1,7,11,30,81,847,N/A
2016,1,7,12,0,84,848,N/A
2016,1,7,12,30,189,417,N/A
2016,1,7,13,0,192,396,N/A
2016,1,7,13,30,83,817,N/A
2016,1,7,14,0,81,787,N/A
2016,1,7,14,30,77,750,N/A
2016,1,7,15,0,69,702,N/A
2016,1,7,15,30,60,626,N/A
2016,1,7,16,0,47,521,N/A
2016,1,7,16,30,30,335,N/A
2016,1,7,17,0,0,0,N/A
2016,1,7,17,30,0,0,N/A
2016,1,7,18,0,0,0,N/A
2016,1,7,18,30,0,0,N/A
2016,1,7,19,0,0,0,N/A
2016,1,7,19,30,0,0,N/A
2016,1,7,20,0,0,0,N/A
2016,1,7,20,30,0,0,N/A
2016,1,7,21,0,0,0,N/A
2016,1,7,21,30,0,0,N/A
2016,1,7,22,0,0,0,N/A
2016,1,7,22,30,0,0,N/A
2016,1,7,23,0,0,0,N/A
2016,1,7,23,30,0,0,N/A
2016,1,8,0,0,0,0,N/A
2016,1,8,0,30,0,0,N/A
2016,1,8,1,0,0,0,N/A
2016,1,8,1,30,0,0,N/A
2016,1,8,2,0,0,0,N/A
2016,1,8,2,30,0,0,N/A
2016,1,8,3,0,0,0,N/A
2016,1,8,3,30,0,0,N/A
2016,1,8,4,0,0,0,N/A
2016,1,8,4,30,0,0,N/A
2016,1,8,5,0,0,0,N/A
2016,1,8,5,30,0,0,N/A
2016,1,8,6,0,0,0,N/A
2016,1,8,6,30,0,0,N/A
2016,1,8,7,0,0,0,N/A
2016,1,8,7,30,0,0,N/A
2016,1,8,8,0,34,36,N/A
2016,1,8,8,30,68,73,N/A
2016,1,8,9,0,103,96,N/A
2016,1,8,9,30,135,107,N/A
2016,1,8,10,0,162,108,N/A
2016,1,8,10,30,188,144,N/A
2016,1,8,11,0,174,406,N/A
2016,1,8,11,30,220,115,N/A
2016,1,8,12,0,229,111,N/A
2016,1,8,12,30,225,205,N/A
2016,1,8,13,0,220,129,N/A
2016,1,8,13,30,179,378,N/A
2016,1,8,14,0,171,311,N/A
2016,1,8,14,30,152,268,N/A
2016,1,8,15,0,133,223,N/A
2016,1,8,15,30,102,194,N/A
2016,1,8,16,0,69,142,N/A
2016,1,8,16,30,34,71,N/A
2016,1,8,17,0,0,0,N/A
2016,1,8,17,30,0,0,N/A
2016,1,8,18,0,0,0,N/A
2016,1,8,18,30,0,0,N/A
2016,1,8,19,0,0,0,N/A
2016,1,8,19,30,0,0,N/A
2016,1,8,20,0,0,0,N/A
2016,1,8,20,30,0,0,N/A
2016,1,8,21,0,0,0,N/A
2016,1,8,21,30,0,0,N/A
2016,1,8,22,0,0,0,N/A
2016,1,8,22,30,0,0,N/A
2016,1,8,23,0,0,0,N/A
2016,1,8,23,30,0,0,N/A
2016,1,9,0,0,0,0,N/A
2016,1,9,0,30,0,0,N/A
2016,1,9,1,0,0,0,N/A
2016,1,9,1,30,0,0,N/A
2016,1,9,2,0,0,0,N/A
2016,1,9,2,30,0,0,N/A
2016,1,9,3,0,0,0,N/A
2016,1,9,3,30,0,0,N/A
2016,1,9,4,0,0,0,N/A
2016,1,9,4,30,0,0,N/A
2016,1,9,5,0,0,0,N/A
2016,1,9,5,30,0,0,N/A
2016,1,9,6,0,0,0,N/A
2016,1,9,6,30,0,0,N/A
2016,1,9,7,0,0,0,N/A
2016,1,9,7,30,0,0,N/A
2016,1,9,8,0,34,44,N/A
2016,1,9,8,30,69,83,N/A
2016,1,9,9,0,103,105,N/A
2016,1,9,9,30,136,117,N/A
2016,1,9,10,0,163,113,N/A
2016,1,9,10,30,172,36,N/A
2016,1,9,11,0,172,416,N/A
2016,1,9,11,30,209,290,N/A
2016,1,9,12,0,227,113,N/A
2016,1,9,12,30,229,139,N/A
2016,1,9,13,0,221,123,N/A
2016,1,9,13,30,207,175,N/A
2016,1,9,14,0,166,24,N/A
2016,1,9,14,30,161,179,N/A
2016,1,9,15,0,137,155,N/A
2016,1,9,15,30,105,132,N/A
2016,1,9,16,0,70,97,N/A
2016,1,9,16,30,35,42,N/A
2016,1,9,17,0,0,0,N/A
2016,1,9,17,30,0,0,N/A
2016,1,9,18,0,0,0,N/A
2016,1,9,18,30,0,0,N/A
2016,1,9,19,0,0,0,N/A
2016,1,9,19,30,0,0,N/A
2016,1,9,20,0,0,0,N/A
2016,1,9,20,30,0,0,N/A
2016,1,9,21,0,0,0,N/A
2016,1,9,21,30,0,0,N/A
2016,1,9,22,0,0,0,N/A
2016,1,9,22,30,0,0,N/A
2016,1,9,23,0,0,0,N/A
2016,1,9,23,30,0,0,N/A
2016,1,10,0,0,0,0,N/A
2016,1,10,0,30,0,0,N/A
2016,1,10,1,0,0,0,N/A
2016,1,10,1,30,0,0,N/A
2016,1,10,2,0,0,0,N/A
2016,1,10,2,30,0,0,N/A
2016,1,10,3,0,0,0,N/A
2016,1,10,3,30,0,0,N/A
2016,1,10,4,0,0,0,N/A
2016,1,10,4,30,0,0,N/A
2016,1,10,5,0,0,0,N/A
2016,1,10,5,30,0,0,N/A
2016,1,10,6,0,0,0,N/A
2016,1,10,6,30,0,0,N/A
2016,1,10,7,0,0,0,N/A
2016,1,10,7,30,0,0,N/A
2016,1,10,8,0,34,333,N/A
2016,1,10,8,30,52,514,N/A
2016,1,10,9,0,61,648,N/A
2016,1,10,9,30,69,722,N/A
2016,1,10,10,0,153,278,N/A
2016,1,10,10,30,108,628,N/A
2016,1,10,11,0,172,424,N/A
2016,1,10,11,30,202,337,N/A
2016,1,10,12,0,225,226,N/A
2016,1,10,12,30,227,222,N/A
2016,1,10,13,0,223,129,N/A
2016,1,10,13,30,205,87,N/A
2016,1,10,14,0,143,477,N/A
2016,1,10,14,30,78,695,N/A
2016,1,10,15,0,79,622,N/A
2016,1,10,15,30,65,567,N/A
2016,1,10,16,0,51,465,N/A
2016,1,10,16,30,31,324,N/A
2016,1,10,17,0,0,0,N/A
2016,1,10,17,30,0,0,N/A
2016,1,10,18,0,0,0,N/A
2016,1,10,18,30,0,0,N/A
2016,1,10,19,0,0,0,N/A
2016,1,10,19,30,0,0,N/A
2016,1,10,20,0,0,0,N/A
2016,1,10,20,30,0,0,N/A
2016,1,10,21,0,0,0,N/A
2016,1,10,21,30,0,0,N/A
2016,1,10,22,0,0,0,N/A
2016,1,10,22,30,0,0,N/A
2016,1,10,23,0,0,0,N/A
2016,1,10,23,30,0,0,N/A
2016,1,11,0,0,0,0,N/A
2016,1,11,0,30,0,0,N/A
2016,1,11,1,0,0,0,N/A
2016,1,11,1,30,0,0,N/A
2016,1,11,2,0,0,0,N/A
2016,1,11,2,30,0,0,N/A
2016,1,11,3,0,0,0,N/A
2016,1,11,3,30,0,0,N/A
2016,1,11,4,0,0,0,N/A
2016,1,11,4,30,0,0,N/A
2016,1,11,5,0,0,0,N/A
2016,1,11,5,30,0,0,N/A
2016,1,11,6,0,0,0,N/A
2016,1,11,6,30,0,0,N/A
2016,1,11,7,0,0,0,N/A
2016,1,11,7,30,0,0,N/A
2016,1,11,8,0,35,87,N/A
2016,1,11,8,30,69,141,N/A
2016,1,11,9,0,103,172,N/A
2016,1,11,9,30,135,190,N/A
2016,1,11,10,0,161,205,N/A
2016,1,11,10,30,189,103,N/A
2016,1,11,11,0,209,167,N/A
2016,1,11,11,30,216,251,N/A
2016,1,11,12,0,213,318,N/A
2016,1,11,12,30,226,231,N/A
2016,1,11,13,0,202,342,N/A
2016,1,11,13,30,198,288,N/A
2016,1,11,14,0,153,433,N/A
2016,1,11,14,30,148,326,N/A
2016,1,11,15,0,63,731,N/A
2016,1,11,15,30,56,662,N/A
2016,1,11,16,0,44,569,N/A
2016,1,11,16,30,29,401,N/A
2016,1,11,17,0,0,0,N/A
2016,1,11,17,30,0,0,N/A
2016,1,11,18,0,0,0,N/A
2016,1,11,18,30,0,0,N/A
2016,1,11,19,0,0,0,N/A
2016,1,11,19,30,0,0,N/A
2016,1,11,20,0,0,0,N/A
2016,1,11,20,30,0,0,N/A
2016,1,11,21,0,0,0,N/A
2016,1,11,21,30,0,0,N/A
2016,1,11,22,0,0,0,N/A
2016,1,11,22,30,0,0,N/A
2016,1,11,23,0,0,0,N/A
2016,1,11,23,30,0,0,N/A
2016,1,12,0,0,0,0,N/A
2016,1,12,0,30,0,0,N/A
2016,1,12,1,0,0,0,N/A
2016,1,12,1,30,0,0,N/A
2016,1,12,2,0,0,0,N/A
2016,1,12,2,30,0,0,N/A
2016,1,12,3,0,0,0,N/A
2016,1,12,3,30,0,0,N/A
2016,1,12,4,0,0,0,N/A
2016,1,12,4,30,0,0,N/A
2016,1,12,5,0,0,0,N/A
2016,1,12,5,30,0,0,N/A
2016,1,12,6,0,0,0,N/A
2016,1,12,6,30,0,0,N/A
2016,1,12,7,0,0,0,N/A
2016,1,12,7,30,0,0,N/A
2016,1,12,8,0,29,421,N/A
2016,1,12,8,30,43,592,N/A
2016,1,12,9,0,53,696,N/A
2016,1,12,9,30,60,764,N/A
2016,1,12,10,0,98,606,N/A
2016,1,12,10,30,137,511,N/A
2016,1,12,11,0,160,487,N/A
2016,1,12,11,30,176,468,N/A
2016,1,12,12,0,180,479,N/A
2016,1,12,12,30,173,505,N/A
2016,1,12,13,0,186,427,N/A
2016,1,12,13,30,204,259,N/A
2016,1,12,14,0,191,108,N/A
2016,1,12,14,30,117,519,N/A
2016,1,12,15,0,105,470,N/A
2016,1,12,15,30,84,428,N/A
2016,1,12,16,0,62,348,N/A
2016,1,12,16,30,35,242,N/A
2016,1,12,17,0,0,0,N/A
2016,1,12,17,30,0,0,N/A
2016,1,12,18,0,0,0,N/A
2016,1,12,18,30,0,0,N/A
2016,1,12,19,0,0,0,N/A
2016,1,12,19,30,0,0,N/A
2016,1,12,20,0,0,0,N/A
2016,1,12,20,30,0,0,N/A
2016,1,12,21,0,0,0,N/A
2016,1,12,21,30,0,0,N/A
2016,1,12,22,0,0,0,N/A
2016,1,12,22,30,0,0,N/A
2016,1,12,23,0,0,0,N/A
2016,1,12,23,30,0,0,N/A
2016,1,13,0,0,0,0,N/A
2016,1,13,0,30,0,0,N/A
2016,1,13,1,0,0,0,N/A
2016,1,13,1,30,0,0,N/A
2016,1,13,2,0,0,0,N/A
2016,1,13,2,30,0,0,N/A
2016,1,13,3,0,0,0,N/A
2016,1,13,3,30,0,0,N/A
2016,1,13,4,0,0,0,N/A
2016,1,13,4,30,0,0,N/A
2016,1,13,5,0,0,0,N/A
2016,1,13,5,30,0,0,N/A
2016,1,13,6,0,0,0,N/A
2016,1,13,6,30,0,0,N/A
2016,1,13,7,0,0,0,N/A
2016,1,13,7,30,0,0,N/A
2016,1,13,8,0,32,369,N/A
2016,1,13,8,30,48,551,N/A
2016,1,13,9,0,62,644,N/A
2016,1,13,9,30,70,719,N/A
2016,1,13,10,0,85,734,N/A
2016,1,13,10,30,91,772,N/A
2016,1,13,11,0,171,438,N/A
2016,1,13,11,30,163,528,N/A
2016,1,13,12,0,220,293,N/A
2016,1,13,12,30,234,130,N/A
2016,1,13,13,0,156,552,N/A
2016,1,13,13,30,205,260,N/A
2016,1,13,14,0,160,10,N/A
2016,1,13,14,30,143,10,N/A
2016,1,13,15,0,77,697,N/A
2016,1,13,15,30,68,622,N/A
2016,1,13,16,0,52,544,N/A
2016,1,13,16,30,36,365,N/A
2016,1,13,17,0,13,0,N/A
2016,1,13,17,30,0,0,N/A
2016,1,13,18,0,0,0,N/A
2016,1,13,18,30,0,0,N/A
2016,1,13,19,0,0,0,N/A
2016,1,13,19,30,0,0,N/A
2016,1,13,20,0,0,0,N/A
2016,1,13,20,30,0,0,N/A
2016,1,13,21,0,0,0,N/A
2016,1,13,21,30,0,0,N/A
2016,1,13,22,0,0,0,N/A
2016,1,13,22,30,0,0,N/A
2016,1,13,23,0,0,0,N/A
2016,1,13,23,30,0,0,N/A
2016,1,14,0,0,0,0,N/A
2016,1,14,0,30,0,0,N/A
2016,1,14,1,0,0,0,N/A
2016,1,14,1,30,0,0,N/A
2016,1,14,2,0,0,0,N/A
2016,1,14,2,30,0,0,N/A
2016,1,14,3,0,0,0,N/A
2016,1,14,3,30,0,0,N/A
2016,1,14,4,0,0,0,N/A
2016,1,14,4,30,0,0,N/A
2016,1,14,5,0,0,0,N/A
2016,1,14,5,30,0,0,N/A
2016,1,14,6,0,0,0,N/A
2016,1,14,6,30,0,0,N/A
2016,1,14,7,0,0,0,N/A
2016,1,14,7,30,0,0,N/A
2016,1,14,8,0,35,169,N/A
2016,1,14,8,30,67,235,N/A
2016,1,14,9,0,96,284,N/A
2016,1,14,9,30,123,314,N/A
2016,1,14,10,0,148,336,N/A
2016,1,14,10,30,193,125,N/A
2016,1,14,11,0,159,500,N/A
2016,1,14,11,30,205,346,N/A
2016,1,14,12,0,216,333,N/A
2016,1,14,12,30,236,138,N/A
2016,1,14,13,0,220,69,N/A
2016,1,14,13,30,146,0,N/A
2016,1,14,14,0,128,0,N/A
2016,1,14,14,30,123,0,N/A
2016,1,14,15,0,99,0,N/A
2016,1,14,15,30,74,0,N/A
2016,1,14,16,0,47,0,N/A
2016,1,14,16,30,22,0,N/A
2016,1,14,17,0,3,0,N/A
2016,1,14,17,30,0,0,N/A
2016,1,14,18,0,0,0,N/A
2016,1,14,18,30,0,0,N/A
2016,1,14,19,0,0,0,N/A
2016,1,14,19,30,0,0,N/A
2016,1,14,20,0,0,0,N/A
2016,1,14,20,30,0,0,N/A
2016,1,14,21,0,0,0,N/A
2016,1,14,21,30,0,0,N/A
2016,1,14,22,0,0,0,N/A
2016,1,14,22,30,0,0,N/A
2016,1,14,23,0,0,0,N/A
2016,1,14,23,30,0,0,N/A
2016,1,15,0,0,0,0,N/A
2016,1,15,0,30,0,0,N/A
2016,1,15,1,0,0,0,N/A
2016,1,15,1,30,0,0,N/A
2016,1,15,2,0,0,0,N/A
2016,1,15,2,30,0,0,N/A
2016,1,15,3,0,0,0,N/A
2016,1,15,3,30,0,0,N/A
2016,1,15,4,0,0,0,N/A
2016,1,15,4,30,0,0,N/A
2016,1,15,5,0,0,0,N/A
2016,1,15,5,30,0,0,N/A
2016,1,15,6,0,0,0,N/A
2016,1,15,6,30,0,0,N/A
2016,1,15,7,0,0,0,N/A
2016,1,15,7,30,0,0,N/A
2016,1,15,8,0,33,343,N/A
2016,1,15,8,30,51,519,N/A
2016,1,15,9,0,63,628,N/A
2016,1,15,9,30,71,702,N/A
2016,1,15,10,0,84,729,N/A
2016,1,15,10,30,89,767,N/A
2016,1,15,11,0,130,611,N/A
2016,1,15,11,30,194,403,N/A
2016,1,15,12,0,177,503,N/A
2016,1,15,12,30,182,488,N/A
2016,1,15,13,0,225,237,N/A
2016,1,15,13,30,111,681,N/A
2016,1,15,14,0,81,801,N/A
2016,1,15,14,30,76,765,N/A
2016,1,15,15,0,66,734,N/A
2016,1,15,15,30,58,663,N/A
2016,1,15,16,0,47,569,N/A
2016,1,15,16,30,33,407,N/A
2016,1,15,17,0,12,131,N/A
2016,1,15,17,30,0,0,N/A
2016,1,15,18,0,0,0,N/A
2016,1,15,18,30,0,0,N/A
2016,1,15,19,0,0,0,N/A
2016,1,15,19,30,0,0,N/A
2016,1,15,20,0,0,0,N/A
2016,1,15,20,30,0,0,N/A
2016,1,15,21,0,0,0,N/A
2016,1,15,21,30,0,0,N/A
2016,1,15,22,0,0,0,N/A
2016,1,15,22,30,0,0,N/A
2016,1,15,23,0,0,0,N/A
2016,1,15,23,30,0,0,N/A
2016,1,16,0,0,0,0,N/A
2016,1,16,0,30,0,0,N/A
2016,1,16,1,0,0,0,N/A
2016,1,16,1,30,0,0,N/A
2016,1,16,2,0,0,0,N/A
2016,1,16,2,30,0,0,N/A
2016,1,16,3,0,0,0,N/A
2016,1,16,3,30,0,0,N/A
2016,1,16,4,0,0,0,N/A
2016,1,16,4,30,0,0,N/A
2016,1,16,5,0,0,0,N/A
2016,1,16,5,30,0,0,N/A
2016,1,16,6,0,0,0,N/A
2016,1,16,6,30,0,0,N/A
2016,1,16,7,0,0,0,N/A
